PoTAMOGETON PECTINATUS
Symphytum officinale
Lithospermum arvense
Sobralia macrantha
Lychnis Coeli-rosa
AGAVE Bakeri
Colchicum Ritchii
Geigeria Randii
Stellaria vestita
Galbanum officinale
Cuviera nigrescens
Salvia Blancoana
Magnolia foetida
Helianthus multiflorus
Carlina vulgaris
Aloe aurantiaca
Sophora Japonica
Perdicium brasiliense
Swertia fwambensis
Lastrea palustris
Arundo littorea
Conchium compressum
Eragrostis Nevinii
Agrostis littoralis
Stapelia variegata
Dictamnus Fraxinella
Pimelea filamentosa
Rhus elegans
FESTUCA gigantea
Gentiana utriculosa
Erophila vulgaris
Lonchocarpus rugosus
Ambrosinia ciliata
Ononis pinnata
DAPHNE Blagayana
NEOTINEA INTACTA
Bouvardia splendens
Pedicularis sudetica
Allium ursinum
Porophyllum linifolium
Galega montana
Euphrasia latifolia
Decumaria sinensis
Astelia alpina
CAREX PULICARIS
Lilium neilgherrense
Viburnum opulus
Papaver somniferum
Silene Antirrhina
Monella ochroleuca
Lotononis Haygarthii
Teucrium majorana
Rosa micrantha
Rosa spinosissima
Ononis breviflora
Ottelia vesiculata
Cyclopteris dentata
Cryptangium comatum
Phyllis Nobla
Helianthemum salicifolium
Strobilanthes stenodon
Mariscus brachystachys
Dianthus armeria
arenaria ciliata
BROMUS diandrus
Hordeum pratense
Banksia grandis
Carex Grayi
Eugenia amplexicaulis
ZINNIA violacea
Fuchsia macrantha
Brassica alba
Aridarum montanum
Schmidelia grandifolia
Agrostemma githago
Hyacinthus orchioides
Peperomia quadrifolia
Epacris impressa
Rosa alpina
PHYSALIS edulis
ARENARIA CILIATA
Isoloma bogotense
Consolida regalis
Rhynchosia monophylla
Acacia dentifera
Franciscea confertiflora
Pinus uliginosa
Ornithogalum gramineum
Watsonia Aletroides
Epaltes gariepina
Asclepias curassavica
Panicum palmifolium
Dracaena bicolor
LiNUM PERENNE
Chrysanthemum rotundifolium
soNCHus PALUSTRis
Campanula fragilis
INULA SALICINA
Rhipsalis mesembryanthemoides
Samara obovata
Carex brunnea
POA alpina
Escallonia macrantha
Periploca scandens
ERICA vulgaris
PoTENTiLLA NORVEGicA
Salix petiolaris
Senecio tuberivagus
Teucrium Scorodonia
Scirpus palustris
Mimosa Houstoniana
SENECIO aquaticus
Lilium Convallium
Neuracanthus decorus
Aster glacialis
Olea ilicifolia
Panicum capillare
Wissadula periplocifolia
Portlandia platantha
Stengelia Kotschyana
Edgeworthia Buxifolia
Epimedium diphyllum
Hesperis littorea
Acacia cavenia
Lonicera Implexa
Poa Colensoi
OroBANCHE minor
Myosotis Azorica
Lychnis pyrenaica
Henfreya scandens
Agrostis seminuda
Cocculus indicus
IXIA maculata
IsNARDiA palustris
Anoda Dilleniana
Oxyanthus Gossweileri
Notobuxus natalensis
GNAPHALIUM gallicum
Pseuderanthemum lilacinum
Geranium phaeum
Ulmus montana
Oldenlandia corymbosa
Aster Amellus
Euphorbia terracina
Cassia Tora
Obione portulacoides
PopuLUS TREMULA
Abutilon glaucum
Asplenium striatum
Salicornia radicans
Zannichellia macrostemon
Sedum Aizoon
Atriplex arenaria
TULIPA SYLVESTRIS
Thunia candidissima
Polygonum fagopyrum
Hieracium nigrescens
Barhamia Panamensis
Casuarina equisetifolia
Damasonium Alisma
Myoporum tenuifolium
Sparganium fluitans
Acacia prensans
Medicago maculata
Orobus hirsutus
SCIADOPITYS VERTICILLATA
Mespilus germanica
CORONOPUS Ruellii
Lavatera cretica
Alpinia jamaicensis
Leucanthemum rotundifolium
Galatea intermedia
Libertia paniculata
Ixia Bulbocodium
Begonia rubricaulis
Asplenium Hemionitis
Gynura eximia
Eupatorium Cannabinum
Osmunda Regalis
CAMPANULA Allionii
POLYGALA VULGARIS
Hieracium hyparcticum
Taxus canadensis
Phyllodoce taxifolia
SISYMBRIUM terrestre
Paronychia nivea
PHALARIS canariensis
Lathyrus niger
Amorphophallus Dunnii
Omphalodes lusitanica
Orchis cordata
Blumenbachia multifida
PROTEA pulchella
Eucalyptus pulverulenta
Zanthoxylum planispinum
Todea barbara
Psychotria amboniana
Bergera integerrima
CAREX HIRTA
Verbascum schraderi
Lithospermum orientale
Sambucus NIGRA
Menyanthes capensis
Mutisia linearifolia
Scandix Pecten-Veneris
Castanea vesca
Cereus triangularis
Bastardia parvifolia
Sida vitifolia
Equisetum limosum
Papaver Rhoeas
Picris echioides
GLADIOLUS quadrangularis
Trichodesma Boissieri
Stipa tenacissima
Cremocephalum cernuum
Archangelica atropurpurea
Suaeda maritima
Matthiola incana
Aspidium truncatulum
Lychnis coronaria
Sagittaria heterophylla
Anemone Nemorosa
Pteris pedata
Liatris stricta
PELARGONIUM pinnatum
Epacris pungens
Oncidium candidum
Cedronella triphylla
Helleborine palustris
Sempervivum urbicum
Lissochilus Eylesii
ECHINOPHORA spinosa
Grumilea globosa
Stephanophysum Baikiei
Conostylus oblongifolius
lamium album
Galanthus Fosteri
Tina polyphylla
Botrychium Lunaria
Saxifraga ajugifolia
Gentiana argentea
Tussilago Farfara
Sobralia sessilis
Vernonia cinerea
Amaracarpus pubescens
PoTENTiLLA FRAGiFORMis
Saxifraga muscoides
Potentilla montenegrina
Pterodiscus speciosus
Koniga intermedia
Pinus Sylvestris
SIUM repens
PANCRATIUM fragrans
IRIS aphylla
Chenopodium polyspermum
LEIANTHUS umbellatus
Cladium jamaicense
Epidendrum bicornutum
Castalia sacra
Epipogium aphyllum
Erica mediterranea
Thunbergia lancifolia
Bromelia argentina
TRITICUM caninum
Laportea moroides
Cynodon Dactylon
Arenaria Peploides
Sinapis pubescens
Rutidea landolphioides
Hibiscus hastatus
Polypodium subpinnatifidum
Euryloma recurvata
PLANTAGO Coronopus
Asperula arvensis
DAPHNE BLAGAYANA
Alyxia lucida
Scabiosa propontica
Stapelia gigantea
STANHOPEA Rodigasiana
Satyrium repens
Sparganium erectum
Aeschynomene aspera
Polygala alba
Eleocharis parvula
Linaria ambigua
Centaurea ebenoides
Centrostegia Thurberi
Senecio erythropappus
Linociera purpurea
Banksia verticillata
Rosa livida
Sedum spectabile
Japarandiba Spruceana
Hieracium sylvaticum
Erythraea littoralis
Sempervivum Meyerheimii
BRASSICA campestris
Silene vespertina
Plantago major
Cystea fragilis
Senecio gamolepoides
Leptinella plumosa
OPHIOGLOSSUM vulgatum
Anchusa laxiflora
Cocculus incanus
CoLUTEA AMERICANA
Collinsia bicolor
Banksia Brownii
Clinopodium Calamintha
Pycreus Mundtii
Elyna spicata
Lupinus subcarnosus
Hibiscus Moscheutos
Triumfetta Lappula
Heliamphora nutans
Cytisus Scoparius
Carex curta
Sedum litoreum
Costus Malortieanus
Urtica azorica
Mentha Pulegium
Senecio lanceus
Sedum anglicum
COCCINIA PALMATA
Sarothamnus purgans
Butomus umbellatus
Nauclea sclerophylla
Epilobium alpinum
Melica caricina
Cineraria sibirica
CRAMBE maritima
Sparganium ramosum
FEDIA coronata
VALERIANA rubra
Nyctanthes pubescens
Sesbania sesban
Ceanothus sanguineus
Exacum petiolare
Trientalis Europaea
Ipomoea setifera
OEnanthe Lachenalii
COLCHICUM autumnale
Davallia concinna
Impatiens Holstii
Leontodon hirtus
RULINGIA CORYLIFOLIA
Malaxis paludosa
Hemionitis Hosei
Piotes teretifolia
Arabis turrita
Sorbus hybrida
Glaucium corniculatum
Carex ovata
Cardamine propinqua
Lycopsis arvensis
Terminalia catappa
Terminalia Catappa
Gymnogramma chrysophylla
Helianthus angustifolius
Archangelica officinalis
Septas repens
Polystichum lobatum
CHRYSANTHEMUM tricolor
Torreya taxifolia
GlYCERIA FLUITANS
Catasetum luridum
TORMENTILLA officinalis
Millettia purpurea
Primula farinosa
Biscutella auriculata
Cyrtopodium punctatum
Sisymbrium alliaria
Stylosanthes guianensis
Aphelandra variegata
Aloexylum Agallochum
Erysimum Alliaria
Carex mucronata
Ranunculus Baudotii
Delphinium Ajacis
Terminalia Badamia
Lamproconus Altensteinii
Glycine Soja
Nigella damascena
Diplazium sylvaticum
agave fourcroydes
Potentilla rupestris
Sedum villosum
Valerianella olitoria
Solanum paniculatum
CAREX LIMOSA
Polygonum compactum
Teucrium pannonicum
Spondias Solandri
Calla palustris
Goethea strictiflora
ASPLENIUM Ruta-muraria
Sarracenia flava
Allium vineale
Dendrobium heterocarpum
Cassiope tetragona
Crotalaria griquensis
Psoralea annua
Thalictrum Kemense
Myrtus orbiculata
Rochea falcata
VIOLA odorata
Linaria glabrata
Draba inflata
Satyrium bifolium
Gossypium latifolium
Hieracium ciliatum
Lythrum fruticosum
Salix cuspidata
Diosma cupressina
Othonna cheirifolia
Primula veris
Pedicularis foliosa
POTENTILLA argentea
Azalea pontica
Hedyotis ampliflora
Sieversia paradoxa
Epipactis viridiflora
Erigeron compositus
Lonicera Xylosteum
Luzula spicata
ToFiELDiA PALUSTRis
SCOLOPENDRIUM vulgare
PSORALEA corylifolia
Cacalia aurantiaca
RIBES inerme
Sparganium affine
Lagenaria vulgaris
Eulophia Mackaiana
Viburnum Lantana
Coronilla glauca
SisYRiNCHiuM ANGusTiFOLiuM
Lepigonum pallidum
Onopordum Acanthium
TRIFOLIUM MEDIUM
Kallstroemia maxima
Centaurea canariensis
Acanthus montanus
Thonningia malagasica
Clematis vitalba
Menispermum heteroclitum
Protea bruniades
URTICA dioica
Eriochloa purpurascens
Scirpus nanus
Sedum rubens
PoLYGALA VULGARIS
HAKEA CUCULLATA
Maximiliana regia
Salix rosmarinifolia
Sium repens
Atriplex tatarica
Rulingia corylifolia
Saxifraga Hirculus
Macaranga ferruginea
Arctotis crithmoides
Polystichum angulare
Achillea alpina
Eleocharis acicularis
Tanacetum annuum
Cestrum nervosum
Scleria elata
Begonia multinervia
Salicornia annua
Pyrethrum inodorum
Fumaria purpurea
Buphthalmum cordifolium
Protea conifera
Cotyledon curviflora
Menyanthes Indica
Chloris alba
Triglochin palustris
Trisetum Hallii
Eritrichium nanum
Lysidice rhodostegia
Litobrochia grandifolia
Statice Limonium
Gladiolus Adlami
Incarvillea Sinensis
Pisum americanum
Limnanthemum peltatum
listera cordata
Fumaria officinalis
Columnea rotundifolia
Euphrasia paludosa
Erica Monsoniana
Petasites vulgaris
Hypoestes adscendens
Pterocarya fraxinifolia
ASPIDIUM DUMETORUM
EUPHORBIA PEPLIS
Dischidia Milnei
Aristolochia Duchartrei
Chrysanthemum tricolor
Cyathea samoensis
Georgina variabilis
Ononis variegata
Galium pusillum
Scolopendrium vulgare
Satyrium triste
Sida hastata
Trillium discolor
Lycoris radiata
Fendlera rupicola
CHRYSOSPLENIUM alternifolium
Ocimum basilicum
Clitoria Hanceana
Coleostephus Myconis
CAREX PILULIFERA
Geigeria natalensis
Callitriche antarctica
Strobilanthopsis glutinifolia
Rhynchospora leucocarpa
CocHLEARiA OFFICINALIS
Diplotaxis Delagei
Trichomanes caudatum
Lycopodium sanguinolentum
Lacaena spectabilis
Pulmonaria angustifolia
Mirabilis longiflora
Rhododendron anthosphaerum
Scirpus multicaulis
Echinops Ritro
Cynoglossum nobile
Lepidium latifolium
Hieracium boreale
PoTAMOGETON CRispus
Allium arenarium
SciRPUS multicaulis
PTERIS Cretica
Cephalanthera grandiflora
Monocephalium Batesii
Ophioglossum lusitanicum
Orchis sambucina
Abelia parvifolia
AGROSTIS canina
Medicago orbicularis
Cacalia tuberosa
Barleria cristata
Podotheca chrysantha
VERONICA spicata
Lathyrus rotundifolius
Lythrum Hyssopifolia
Sagina erecta
Lastrea Oreopteris
Vinca minor
Russelia juncea
Euphorbia glauca
Parietaria erecta
URARIA CRINITA
Alyssum arcticum
primula obtusifolia
VERONICA decussata
Mimosa quadrivalvis
Abutilon Hulseanum
Holcus mollis
Sida lignosa
Salix arctica
Potentilla alba
AQUILEGIA vulgaris
Olea Americana
Utricularia vulgaris
Valeriana annua
Artemisia Granatensis
Eriocaulon decangulare
Ophrys bombyliflora
Gerbera piloselloides
Geum reptans
LiPARis LONGiPEs
Pieris formosa
Chrysanthemum atratum
Garcinia Mangostana
Loxonia acuminata
Reseda glauca
Howea Belmoreana
Salix Kitaibeliana
Eulophia aristata
Ligusticum mutellina
Orchis ericetorum
Rubus acutifrons
Flueggea Acidothamnus
EPILOBIUM COLLINUM
Colchicum speciosum
Hedyotis thymifolia
Trichilia pallida
DACTYLIS glomerata
STANGERIA paradoxa
Rosa inodora
Hieracium Auricula
Ixora pachyphylla
Cnidium Silaus
Ochna atropurpurea
Alyssum maritimum
Veronica Teucrium
Carex Hornschuchiana
Tephrosia aldabrensis
Eugenia cyclophylla
Andromeda polifolia
Vicia kioshanica
Johrenia Porteri
Galeopsis Tetrahit
Viola reichenbachiana
Potentilla reptans
Euphorbia anacantha
Selaginella caudata
Daphne mezereum
Brunia abrotanoides
SAGINA NODOSA
Asplenium Virgilii
Habenaria gigantea
Bignonia speciosa
Ixia incarnata
Catophractes Alexandri
Sida diffusa
Orophea katschallica
Pseuderanthemum confertum
Poa aquatica
Cleome oleracea
Senecio canus
Gochnatia pyrifolia
Ficus infectoria
Arabis stricta
Anemone vitifolia
Vicia bobartii
Udora Canadensis
Rosa Fischeriana
Viburnum tinus
Coleus thyrsoideus
Orchis mascula
POTAMOGETON POLYGONIFOLIUS
Potentilla anserina
CUSCUTA EPITHYMUM
Acer reticulatum
Orchis morio
Eryngium Pristis
POTAMOGETON GRAMINEUS
Cattleya velutina
Begonia scabrida
Paracaryum racemosum
LINARIA MINOR
Cochlearia minima
Erica variifolia
Acacia sphaerocephala
Eulophia megistophylla
Homaliopsis Forbesii
Nigella sativa
TRIFOLIUM HYBRIDUM
Potentilla glabra
Alchemilla alpestris
Iris Aphylla
Aralia Hispida
Callitris actinostrobus
Panicum Mandshuricum
Hymenophyllum unilaterale
Melilotus vulgaris
Eruca vesicaria
Gerardia tenuifolia
Cycas Taiwaniana
GENISTA anglica
Trifolium rubens
Blepharis acanthodioides
Cowania mexicana
Voacanga Dregei
Salix monandra
Scirpus Caricis
Carduus Marianus
Convallaria oppositifolia
Otochilus fuscus
OLDENBURGIA ARBUSCULA
Hieracium prenanthoides
Senecio saxifragoides
Impatiens auricoma
Peristeria aspersa
Geranium batrachioides
Prunus brasiliensis
INULA Helenium
Nomocharis Forrestii
Agave Jacquiniana
Oberonia platycaulon
Lavandula dentata
Ribes grossularia
Erythroxylum lucidum
Maranta discolor
Phacelia congesta
EUPHORBIA longifolia
Hydrocotyle asiatica
Pteris marginata
Canarium sapidum
Zinnia violacea
Viola Riviniana
LOPHOSPERMUM SCANDENS
Sedum andinum
Cassia psilocarpa
Ruta macrophylla
ASPLENIUM lanceolatum
GLADIOLUS floribundus
Euphrasia foulaensis
Primula integrifolia
Helosciadium nodiflorum
Erythrolaena conspicua
Rubus latifolius
Salvia pratensis
Lysimachia vulgaris
Protea hirta
Saxifraga aizoon
Capsicum tetragonum
Diapedium albicaule
Anthriscus alpestris
Prolongoa pseudanthemis
Borreria cristata
CAREX FRIGIDA
Bambusa nigra
Acacia argyrophylla
Iris Graminea
Lonicera xylosteum
Tofieldia stenopetala
PoLYGALA AUSTRIACA
Ranunculus atlanticus
Petroselinum segetum
Heracleum sphondylium
TROLLIUS europaeus
Hakea elliptica
Viola alba
Saxifraga rotundifolia
Brachysema aphyllum
Zichya glabrata
Eleocharis melanocarpa
Distictis Mansoana
Phaca astragalina
Impatiens Balsamina
Peperomia hirta
Galium cruciata
Plantago maritima
Scirpus compressus
Allium gracile
Tacca integrifolia
Geranium striatum
Cattleya guttata
LIVISTONA AUSTRALIS
Physostegia virginiana
Gladiolus longiflorus
Pinus Parryana
Habranthus andicola
Carissa cryptophlebia
Geissois rubifolia
Myrmecodia tuberosa
Crocus longiflorus
Grindelia squarrosa
Tillandsia globosa
Hieracium protractum
Iris Sisyrinchium
Oenothera corymbosa
Urtica Canadensis
Ranunculus flammula
Tetragonotheca Guatemalensis
Adenocaulon himalaicum
Phyllanthus obovatus
Halimium umbellatum
HORDEUM maritimum
BRASSAVOLA Digbyana
SCHIZANTHUS RETUSUS
Sprengelia incarnata
Kniphofia caulescens
Sisyranthus Randii
Colutea Galegifolia
Lilium Martagon
Lathyrus macrorrhizus
ECHINOCACTUS CONCINNUS
ROSA TRACHYPHYLLA
Orobus sylvaticus
ACALYPHA FORBESII
Hieracium senescens
VELLA annua
Anthericum plumosum
Ixora Cumingiana
Zexmenia salmeoides
Hedyotis longidens
Thalictrum saxatile
Dianthus plumarius
Trifolium alpestre
SAXIFRAGA palmata
Quercus discocarpa
Melittis melissophyllum
Cracca major
Sporobolus Buckleyi
Pedicularis versicolor
Quercus aquatica
Celtis ugandensis
Echinodorus ranunculoides
Aspidium glandulosum
Physalis Edulis
Agrostis Spica-Venti
Crepis Gillii
Anagallis tenella
Illus triandrus
Shortia galacifolia
Lasiandra macrantha
Lavatera alba
Conchium trifurcatum
Rhamnus Frangula
Fumaria Bastardii
Tulipa tricolor
Rumex nemorosus
Wormia hamata
HYDRILLA VERTICILLATA
AMOMUM nutans
Dahlia crinita
CALCEOLARIA flexuosa
Populus nivea
Erysimum alliaria
Abutilon angulatum
Thunbergia Gossweileri
BOUSSINGAULTIA BASELLOIDES
MoLiNiA VARiA
Pinus Cembra
Veronica polita
Bromus arvensis
DRABA aizoides
Solanum venustum
Pimpinella Saxifraga
VICIA VILLOSA
Selaginella Menziesii
Albuca chlorantha
Eucalyptus gigantea
PiLEA MUSCOSA
Caragana acaulis
Pinus reflexa
Gossypium purpurascens
Sanguisorba minor
Galium spurium
Hieracium argenteum
Cheilanthes aculeata
Quercus cerris
Dianthus fragrans
Euryops dacrydioides
Aloe perfoliata
Ceratophyllum submersum
Solanum ferrugineum
Styphelia viridis
Callitriche platycarpa
Festuca sciuroides
Chrysurus aureus
Guizotia abyssinica
Sempervivum glutinosum
Hypericum boeticum
Rafnia perfoliata
Pinus pinaster
BeTULA ALBA
DENDROBIUM Hillii
Coreopsis aristosa
Bignonia radicans
ARISTOLOCHIA trilobata
Doronicum pardalianches
Clerodendrum nutans
Selago monticola
Rhododendron Falconeri
Barbarea vulgaris
Elisena longipetala
Polygala erioptera
Hedysarum gyrans
ScHLiMiA TRiFiDA
Oldenlandia rhodesiana
Hieracium pulmonarium
Quercus Eyrei
Verbascum floccosum
Alyxia daphnoides
Malva calycina
Eria ambrosia
Oryza sativa
Mibora minima
Sinapis orientalis
Narthecium pubens
Agave maculosa
Lychnis Alpina
Thesium humile
Bidens scandens
ALLIUM gracile
Bupleurum Odontites
Arabis cantabrica
Lathyrus Armitageanus
Vangueria rhodesiana
BLITUM virgatum
Galium antarcticum
Gossypium arboreum
Haplopappus scaposus
Senecio laxifolius
Picea glauca
CORYLUS avellana
Wintera aromatica
Sedum sexangulare
DAVIDIA involucrata
Actephila rectinervis
Grantia senecionoides
Rhododendron ciliatum
Cirrhopetalum maximum
Lycopodium brasiliense
Tryphostemma apetalum
DiANTHUS Armeria
Clypeola maritima
Calamagrostis stricta
Inula Pulicaria
Styrax benzoides
Gompholobium venustum
PoTAMOGETON zosTERiFOLius
Linum flavum
Aster himalaicus
MSUATA BUETTNERI
DiPSACUS FULLONUM
Afzelia bijuga
Salix Croweana
Gentiana nana
Achillea millefolium
PoTAMOGETON RUTiLUS
Asparagus acutifolius
Pedicularis lusitanica
STREPTOCARPUS grandis
Galium anglicum
Myrsine achradifolia
Boltonia asteroides
Cereus cylindricus
PiNUs Pinaster
Salsola fruticosa
Melhania muricata
Brassica NapuS
Vicia Dennesiana
Caesalpinia Sappan
LEONURUS Cardiaca
PRUNELLA vulgaris
Epipactis repens
Atylosia geminiflora
Pyrus torminalis
Gnidia carinata
Linociera cotinifolia
sesamoides minor
Cyperus minor
Myrtus Brabantica
Anthurium crassifolium
Voacanga Cumingiana
ECHINOSPERMUM LAPPULA
Pteridium aquilinum
CELSIA cretica
Pelargonium lobatum
Hallia imbricata
Asplenium palmatum
Potamogeton marinus
Cissampelos Pareira
Cyathea Brunonis
SoLANUM Dulcamara
Sparaxis bulbifera
Celsia roripifolia
Carex pulicaris
Anemone narcissiflora
Koeleria vallesiana
Podolepis rugata
Apeiba australis
Gymnadenia odoratissima
Hibiscus militaris
Senecio cruentus
Crataegus Oxyacanthoides
FRITILLARIA Meleagris
Schismus marginatus
Heliopsis laeVis
Crambe MARiTiMA
Carex stenophylla
LiGUSTRUM vuLGARE
LATHYRUS SPLENDENS
Typha minor
Grumilea micrococca
Epilobium angustifolium
EucoMis CLAVATA
Amellus villosus
Vestia lycioides
Gnaphalium supinum
Pinus parviflora
Daphne japonica
SAMBUCUS Ebulus
Valerianella eriocarpa
Orobanche rapum
Neottidium Nidus-avis
Arundo vulgaris
Tradescantia caricifolia
Castanea VESCA
Kalmia angustifolia
Seseli lucidum
Turritis glabra
BURSERA SERRATA
Lilium martagon
Leucadendron corymbosum
Crateva marmelos
SisYRiNCHiuM ANGUsTiFOLiuM
Chrysocoma coma-aurea
Eriogonum aureum
Eruca sativa
VERONICA incarnata
Aloe Radula
Pultenaea ilicifolia
Delphinium cardinale
Monechma terminale
Pieris mariana
Trifolium incarnatum
Elaphoglossum muscosum
Carex Davalliana
Carex sewellii
REAUMURIA ALTERNIFOLIA
Luzula maxima
Lamium molle
Barleria maculata
Gomortega nitida
Prasophyllum ansatum
Phalaris minor
Ambrosia artemisiifolia
SciRPus sYLVATicus
Oenanthe fluviatilis
Campanula cenisia
Habenaria Miersiana
Senecio glabellus
Piper methysticum
Senecio palustris
Poa ciliaris
Silene cordifolia
Erophila stenocarpa
Berberis asiatica
Petroselinum macedonicum
Sturmia Loeselii
HYPOCALYMMA ROBUSTUM
Mibora verna
Calathea macilenta
POLYGALA vulgaris
Phragmites macer
Ranunculus petiolaris
Phalaris arundinacea
Vernonia amygdalina
Ophrys aranifera
Pterygodium hastatum
Lilium convallium
Prenanthes suavis
Impatiens Thomassetii
Sida micrantha
GALEOPSIS villosa
Trichomanes pallidum
Orobus tuberosus
Atheropogon apludoides
Mussaenda breviloba
Myricaria alopecuroides
Senecio Doria
Gymnadenia densiflora
Pancratium variegatum
Alsophila podophylla
Heterocentron Mexicanum
Zingiber spurium
Brassica adpressa
CAREX capillaris
Saxifraga planifolia
Gomphocarpus eustegioides
Solanum sanctum
Schizanthus pinnatus
Brassica fruticulosa
Cuscuta Epithymum
Mimosa marginata
Leea Staphylea
Microstylis mindorensis
Claderia viridiflora
Micropus erectus
Armeniaca vulgaris
Euphrasia Rostkoviana
ASTER TRIPOLIUM
Rhododendron racemosum
Arabis Alpina
Tussilago farfara
Spathoglottis Hardingiana
Angophora cordata
Thamnea thesioides
Gomphrena globosa
Leptosiphon parviflorus
Asperula cynanchica
Helleborus foetidus
Vaccinium oxycoccos
Styphelia ovalifolia
Blechnum spicant
Agrostis spica-venti
SALIX MYRSINITES
althaea frutex
Deschampsia Thuillieri
DiCTYOCALYX MiERSii
Lythrum Graefferi
Witsenia partita
Blechnum lanceola
